batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
8,1,32,128,65536,0.00390625,59.3,38.3,1.548,2,64,-1
8,2,32,128,65536,0.00390625,101.9,46.3,2.2,8,128,36
16,1,32,128,65536,0.00390625,100.2,61.3,1.634,4,64,36
16,2,32,128,65536,0.00390625,214.9,73.5,2.926,4,64,36
