batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs,num_warp,chunkK,splitK
10,1,32,128,65536,0.00390625,62.8,39.4,1.595,"[(4, 64, 78, 39), (8, 128, 30, 39), (4, 64, 74, 39), (8, 128, 54, 39), (4, 64, 76, 40), (8, 128, 56, 40), (8, 256, 32, 40), (8, 64, 74, 40), (8, 128, 52, 40), (8, 64, 76, 40)]",,,
10,2,32,128,65536,0.00390625,113.0,65.3,1.731,"[(4, 128, 30, 65), (8, 128, -1, 67), (8, 128, 30, 67), (4, 64, 40, 68), (4, 128, -1, 68), (4, 64, 46, 70), (2, 64, 58, 70), (8, 64, 40, 70), (2, 64, 60, 70), (2, 64, 52, 70)]",,,
11,1,32,128,65536,0.00390625,73.9,38.4,1.923,"[(4, 64, 80, 38), (4, 64, 84, 38), (4, 64, 82, 38), (8, 64, 80, 39), (8, 64, 82, 39), (8, 64, 84, 39), (2, 64, 82, 40), (2, 64, 84, 40), (2, 64, 80, 40), (4, 64, 182, 40)]",,,
11,2,32,128,65536,0.00390625,166.3,66.0,2.518,"[(4, 64, 40, 66), (8, 64, 40, 67), (4, 64, 46, 69), (4, 64, 34, 71), (2, 64, 46, 71), (8, 64, 34, 72), (8, 64, 46, 72), (2, 64, 40, 73), (4, 64, 80, 73), (8, 128, 42, 74)]",,,
12,1,32,128,65536,0.00390625,83.2,49.2,1.69,"[(2, 64, 102, 49), (2, 64, 94, 49), (2, 64, 98, 49), (2, 64, 96, 49), (2, 64, 88, 49), (8, 128, 44, 50), (4, 64, 78, 51), (8, 64, 44, 51), (4, 64, -1, 51), (4, 64, 74, 51)]",,,
12,2,32,128,65536,0.00390625,167.8,85.0,1.973,"[(4, 64, 34, 85), (2, 64, 34, 85), (2, 64, 38, 85), (8, 64, 24, 86), (4, 64, 36, 86), (2, 64, 32, 86), (4, 64, 32, 86), (4, 64, 24, 87), (8, 64, 36, 87), (2, 64, 36, 87)]",,,
13,1,32,128,65536,0.00390625,83.9,45.8,1.831,"[(4, 64, 58, 45), (4, 64, 60, 45), (8, 128, 124, 46), (8, 64, 60, 46), (8, 64, 58, 46), (8, 128, 110, 47), (8, 128, 108, 47), (8, 128, 126, 47), (8, 128, 104, 47), (8, 128, 122, 47)]",,,
13,2,32,128,65536,0.00390625,175.2,78.4,2.235,"[(4, 64, 46, 78), (4, 64, 76, 78), (4, 64, 78, 78), (4, 64, 74, 80), (2, 64, 46, 80), (8, 64, 78, 80), (8, 64, 46, 81), (8, 64, 74, 81), (8, 64, 76, 82), (8, 128, 64, 83)]",,,
14,1,32,128,65536,0.00390625,88.5,44.6,1.985,"[(8, 128, 40, 44), (8, 128, 42, 46), (8, 64, 40, 47), (4, 128, 40, 47), (4, 128, 42, 47), (4, 64, 40, 47), (4, 64, 64, 47), (8, 64, 64, 49), (4, 64, 62, 49), (8, 64, 62, 51)]",,,
14,2,32,128,65536,0.00390625,169.9,89.5,1.899,"[(4, 64, 30, 89), (8, 64, 30, 92), (8, 128, 36, 93), (4, 128, 36, 93), (8, 128, 42, 93), (4, 64, 90, 94), (8, 128, 40, 94), (4, 64, 88, 94), (4, 64, 70, 95), (4, 64, 26, 95)]",,,
15,1,32,128,65536,0.00390625,95.7,40.6,2.356,"[(8, 128, 36, 40), (4, 64, 82, 44), (8, 64, 82, 46), (4, 64, 80, 46), (4, 64, 84, 46), (4, 128, 36, 46), (8, 128, 34, 47), (2, 64, 80, 47), (2, 64, 82, 47), (2, 64, 84, 48)]",,,
15,2,32,128,65536,0.00390625,174.4,93.1,1.872,"[(8, 128, 40, 93), (8, 128, 42, 93), (4, 64, 24, 94), (8, 128, 64, 94), (8, 64, 24, 95), (8, 128, 62, 96), (4, 64, 68, 96), (8, 128, 60, 96), (8, 128, 58, 96), (4, 64, 66, 96)]",,,
16,1,32,128,65536,0.00390625,100.2,61.3,1.634,"[(4, 64, 36, 61), (4, 64, 46, 62), (8, 64, 56, 62), (4, 64, 38, 62), (8, 64, 50, 63), (4, 64, 52, 63), (8, 64, 36, 63), (8, 128, 32, 63), (8, 64, 48, 63), (4, 64, 50, 63)]",,,
16,2,32,128,65536,0.00390625,214.9,73.5,2.926,"[(4, 64, 36, 73), (8, 64, 36, 73), (4, 64, 38, 73), (4, 64, 34, 75), (8, 64, 38, 76), (4, 64, 30, 77), (4, 64, 32, 77), (8, 64, 28, 77), (8, 64, 34, 77), (8, 64, 30, 77)]",,,
