batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
5,1,32,128,65536,0.00390625,38.2,23.6,1.616,8,128,106
5,2,32,128,65536,0.00390625,68.1,42.0,1.619,8,128,-1
13,1,32,128,65536,0.00390625,83.9,45.8,1.831,4,64,58
13,2,32,128,65536,0.00390625,175.2,78.4,2.235,4,64,46
