batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
3,1,32,128,65536,0.00390625,28.3,19.3,1.468,"[(8, 256, 112, 19), (8, 64, 200, 19), (8, 64, 192, 19), (8, 64, 240, 20), (8, 64, 224, 20), (2, 64, -1, 21), (8, 256, 80, 21), (8, 256, 72, 21), (8, 128, 456, 21), (8, 128, 464, 21)]"
3,2,32,128,65536,0.00390625,42.0,31.4,1.336,"[(2, 64, -1, 31), (4, 64, 144, 32), (2, 64, 144, 32), (4, 64, 192, 32), (4, 64, 160, 32), (8, 128, 88, 33), (2, 64, 200, 33), (4, 64, -1, 33), (8, 64, 136, 33), (8, 128, 96, 33)]"
