batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
1,1,32,128,65536,0.00390625,12.6,5.8,2.159,8,128,464
9,1,32,128,65536,0.00390625,60.7,28.9,2.1,8,128,64
17,1,32,128,65536,0.00390625,162.7,44.4,3.664,4,64,56
25,1,32,128,65536,0.00390625,207.2,62.2,3.331,8,128,64
33,1,32,128,65536,0.00390625,291.9,79.2,3.686,8,128,64
