batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
8,1,32,128,65536,0.00390625,56.2,29.2,1.922,4,64,96
16,1,32,128,65536,0.00390625,103.3,53.5,1.931,4,64,48
24,1,32,128,65536,0.00390625,205.0,79.1,2.591,4,64,-1
32,1,32,128,65536,0.00390625,263.8,94.4,2.795,8,64,16
