batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
7,1,32,128,65536,0.00390625,50.6,23.4,2.159,8,128,152
15,1,32,128,65536,0.00390625,99.2,41.2,2.409,4,64,144
23,1,32,128,65536,0.00390625,206.2,60.6,3.404,4,64,80
31,1,32,128,65536,0.00390625,268.1,91.1,2.942,4,64,216
