batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
1,1,32,128,65536,0.00390625,12.6,5.8,2.159,"[(8, 128, 464, 5), (8, 128, 368, 5), (8, 128, 336, 5), (8, 128, 432, 5), (8, 128, 496, 5), (8, 128, 288, 5), (8, 128, 384, 5), (8, 128, 272, 5), (8, 128, 416, 5), (8, 128, 352, 5)]"
9,1,32,128,65536,0.00390625,60.7,28.9,2.1,"[(8, 128, 64, 28), (4, 128, 64, 29), (8, 64, 56, 32), (2, 128, 64, 33), (4, 64, 64, 33), (4, 64, 56, 33), (8, 64, 80, 33), (8, 64, 64, 34), (2, 64, -1, 35), (4, 64, 104, 35)]"
17,1,32,128,65536,0.00390625,162.7,44.4,3.664,"[(4, 64, 56, 44), (8, 128, 64, 46), (8, 64, 56, 48), (4, 128, 64, 49), (2, 64, 56, 50), (4, 64, 168, 51), (4, 64, 160, 51), (4, 64, 152, 51), (4, 64, 112, 55), (8, 64, 160, 55)]"
25,1,32,128,65536,0.00390625,207.2,62.2,3.331,"[(8, 128, 64, 62), (4, 128, 64, 66), (4, 64, 152, 67), (4, 64, 168, 67), (4, 64, 160, 67), (4, 64, 104, 72), (4, 64, 112, 72), (8, 64, 152, 72), (2, 64, 168, 72), (8, 64, 160, 73)]"
33,1,32,128,65536,0.00390625,291.9,79.2,3.686,"[(8, 128, 64, 79), (4, 64, 160, 84), (4, 64, 168, 84), (4, 64, 152, 84), (4, 128, 64, 87), (2, 64, 160, 90), (2, 64, 152, 90), (8, 64, 160, 90), (8, 64, 152, 91), (8, 64, 168, 91)]"
