batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
7,1,32,128,65536,0.00390625,50.6,23.4,2.159,"[(8, 128, 152, 23), (8, 128, 160, 23), (4, 64, 144, 24), (4, 64, 136, 24), (8, 64, 136, 25), (8, 64, 144, 25), (2, 64, 136, 25), (2, 64, 144, 26), (4, 128, 168, 26), (8, 256, 136, 26)]"
15,1,32,128,65536,0.00390625,99.2,41.2,2.409,"[(4, 64, 144, 41), (4, 64, 136, 41), (2, 64, 144, 43), (4, 64, 80, 46), (4, 64, 200, 47), (2, 64, 136, 47), (4, 64, 184, 47), (4, 64, 192, 47), (8, 64, 136, 47), (8, 256, -1, 47)]"
23,1,32,128,65536,0.00390625,206.2,60.6,3.404,"[(4, 64, 80, 60), (8, 64, 80, 66), (2, 64, 80, 67), (4, 64, 96, 71), (2, 64, 96, 71), (4, 64, 248, 73), (4, 64, 216, 74), (4, 64, 240, 74), (4, 64, 224, 74), (4, 64, 40, 74)]"
31,1,32,128,65536,0.00390625,268.1,91.1,2.942,"[(4, 64, 216, 91), (4, 64, 232, 91), (8, 128, 16, 92), (4, 64, 248, 93), (4, 64, 240, 94), (4, 128, 16, 94), (4, 64, 224, 94), (4, 64, 256, 95), (4, 64, 208, 95), (4, 64, 80, 96)]"
