batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
4,1,32,128,65536,0.00390625,30.4,16.3,1.867,4,64,-1
12,1,32,128,65536,0.00390625,82.3,42.6,1.935,4,64,336
20,1,32,128,65536,0.00390625,125.8,62.1,2.025,4,128,-1
28,1,32,128,65536,0.00390625,174.7,70.1,2.49,4,128,-1
