batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
6,1,32,128,65536,0.00390625,44.2,22.7,1.947,8,128,96
14,1,32,128,65536,0.00390625,93.0,37.5,2.477,4,64,88
22,1,32,128,65536,0.00390625,198.8,54.3,3.661,8,64,40
30,1,32,128,65536,0.00390625,184.1,64.3,2.862,4,64,40
