batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
2,1,32,128,65536,0.00390625,14.0,8.8,1.595,"[(8, 128, 168, 8), (8, 128, 160, 8), (8, 128, 152, 8), (8, 256, 184, 8), (8, 128, 288, 9), (8, 256, 136, 9), (8, 128, 320, 9), (8, 256, 256, 9), (8, 256, 216, 9), (8, 128, 448, 9)]"
10,1,32,128,65536,0.00390625,69.0,34.1,2.022,"[(8, 128, 56, 34), (8, 256, 32, 34), (4, 128, 56, 34), (2, 64, 80, 35), (2, 64, 112, 36), (2, 64, 320, 37), (4, 64, 128, 37), (2, 64, 120, 37), (2, 64, 72, 38), (2, 64, -1, 38)]"
18,1,32,128,65536,0.00390625,161.9,51.5,3.142,"[(8, 128, 56, 51), (8, 256, 32, 53), (8, 128, 80, 54), (4, 128, 56, 54), (8, 64, 40, 56), (4, 64, 40, 56), (4, 64, -1, 57), (2, 64, -1, 58), (4, 128, 80, 58), (8, 64, -1, 59)]"
26,1,32,128,65536,0.00390625,193.7,69.9,2.772,"[(8, 128, -1, 69), (4, 64, 40, 71), (2, 64, 40, 73), (8, 64, 40, 74), (8, 128, 56, 75), (4, 64, -1, 75), (8, 64, -1, 75), (2, 64, -1, 77), (4, 128, 56, 77), (4, 128, -1, 77)]"
34,1,32,128,65536,0.00390625,296.7,92.8,3.195,"[(8, 128, 56, 92), (4, 128, 56, 94), (2, 128, 56, 106), (4, 64, 24, 107), (4, 64, -1, 108), (4, 128, 32, 108), (2, 64, 24, 108), (8, 128, 32, 108), (8, 64, 16, 109), (8, 256, 32, 109)]"
