batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
5,1,32,128,65536,0.00390625,42.0,20.2,2.08,"[(2, 64, 240, 20), (2, 64, 224, 20), (2, 64, 232, 20), (2, 64, 256, 20), (8, 128, 96, 20), (4, 64, 96, 20), (8, 128, 128, 20), (2, 64, -1, 20), (2, 64, 192, 20), (8, 128, 120, 21)]"
13,1,32,128,65536,0.00390625,84.9,42.4,2.005,"[(8, 128, 120, 42), (8, 128, 104, 42), (8, 128, 128, 42), (8, 128, 112, 42), (4, 64, 104, 43), (4, 64, 112, 43), (4, 128, 128, 44), (2, 64, 168, 44), (4, 64, 168, 45), (4, 64, 152, 45)]"
21,1,32,128,65536,0.00390625,152.9,50.8,3.01,"[(4, 64, 104, 50), (4, 64, 112, 52), (8, 128, 64, 53), (2, 64, 104, 53), (2, 64, 112, 53), (8, 64, 112, 56), (8, 64, 104, 56), (8, 128, 128, 56), (8, 128, 112, 58), (8, 128, 120, 58)]"
29,1,32,128,65536,0.00390625,185.3,70.1,2.642,"[(4, 64, 112, 70), (4, 64, 104, 71), (8, 64, 104, 76), (8, 64, 112, 76), (2, 64, 112, 78), (2, 64, 104, 78), (8, 128, 128, 82), (8, 128, 120, 84), (8, 128, 104, 84), (8, 128, 64, 85)]"
