batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,num_warp,chunkK,splitK
6,1,32,128,65536,0.00390625,42.5,28.7,1.477,8,128,-1
6,2,32,128,65536,0.00390625,81.7,51.6,1.582,4,64,64
14,1,32,128,65536,0.00390625,90.8,47.3,1.92,8,128,40
14,2,32,128,65536,0.00390625,169.0,91.2,1.853,8,64,32
