batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
132,1,32,128,65536,0.00390625,862.8,383.8,2.248,"[(8, 128, 2, 383), (2, 64, 56, 385), (8, 256, 2, 394), (2, 64, 24, 399), (4, 64, 56, 403), (4, 128, 48, 409), (4, 128, 4, 409), (8, 128, 48, 410), (4, 64, 24, 411), (4, 128, 56, 412)]"
140,1,32,128,65536,0.00390625,900.5,409.1,2.201,"[(2, 64, 40, 409), (4, 128, 16, 415), (8, 128, 16, 418), (4, 64, 40, 425), (2, 64, 16, 429), (8, 64, 40, 433), (8, 128, 2, 434), (4, 128, 40, 439), (8, 64, 4, 442), (8, 128, 40, 447)]"
148,1,32,128,65536,0.00390625,917.3,454.5,2.019,"[(2, 64, 56, 454), (4, 128, 16, 455), (8, 64, 4, 459), (4, 64, 56, 460), (2, 64, 64, 461), (8, 64, 56, 462), (4, 64, 4, 462), (8, 128, 16, 467), (4, 128, 4, 474), (2, 64, 32, 477)]"
156,1,32,128,65536,0.00390625,978.1,443.6,2.205,"[(4, 128, 16, 443), (8, 128, 16, 454), (8, 64, 40, 477), (4, 64, 40, 486), (2, 64, 72, 492), (2, 64, 40, 494), (2, 128, 16, 495), (4, 128, 40, 499), (8, 128, 40, 502), (2, 64, 48, 503)]"
164,1,32,128,65536,0.00390625,995.4,478.2,2.081,"[(4, 128, 16, 478), (8, 128, 16, 478), (8, 64, 40, 522), (2, 64, 48, 523), (2, 64, 40, 526), (4, 64, 40, 529), (2, 64, 80, 530), (2, 64, 16, 531), (2, 64, 56, 532), (4, 64, 16, 532)]"
172,1,32,128,65536,0.00390625,1029.3,479.2,2.148,"[(4, 128, 16, 479), (8, 128, 16, 482), (2, 64, 16, 534), (2, 64, 48, 539), (4, 64, 16, 541), (4, 128, 2, 545), (8, 64, 16, 547), (2, 128, 16, 547), (8, 128, 2, 551), (8, 64, 40, 553)]"
180,1,32,128,65536,0.00390625,1049.9,533.1,1.969,"[(4, 128, 16, 533), (8, 128, 16, 534), (2, 64, 40, 543), (8, 64, 4, 571), (8, 128, 2, 572), (4, 64, 40, 572), (2, 64, 56, 575), (4, 64, 4, 577), (4, 128, 2, 579), (2, 64, 4, 580)]"
188,1,32,128,65536,0.00390625,1183.5,542.6,2.181,"[(4, 128, 16, 542), (8, 128, 16, 557), (2, 64, 40, 559), (4, 64, 40, 563), (8, 64, 40, 571), (2, 64, 16, 585), (2, 128, 16, 589), (8, 64, 4, 589), (8, 128, 2, 591), (4, 64, 16, 593)]"
196,1,32,128,65536,0.00390625,1211.5,562.8,2.153,"[(4, 128, 16, 562), (4, 64, 40, 563), (2, 64, 40, 572), (8, 128, 16, 575), (4, 128, 2, 585), (2, 64, 16, 585), (8, 64, 40, 587), (8, 128, 2, 590), (4, 64, 4, 605), (4, 64, 16, 608)]"
204,1,32,128,65536,0.00390625,1240.4,596.9,2.078,"[(8, 128, 2, 596), (2, 64, 16, 602), (2, 64, 40, 607), (4, 128, 16, 626), (8, 64, 4, 627), (4, 128, 2, 628), (8, 128, 16, 629), (2, 64, 4, 629), (4, 64, 16, 629), (4, 64, 40, 630)]"
212,1,32,128,65536,0.00390625,1256.5,579.1,2.17,"[(4, 128, 16, 579), (8, 128, 16, 581), (2, 64, 16, 598), (4, 128, 2, 604), (8, 128, 2, 617), (4, 64, 16, 631), (2, 64, 40, 641), (8, 64, 16, 652), (2, 128, 16, 662), (4, 64, 40, 662)]"
220,1,32,128,65536,0.00390625,1360.0,610.5,2.228,"[(2, 64, -1, 610), (8, 128, 16, 618), (4, 64, -1, 624), (4, 128, 16, 629), (8, 128, 2, 631), (4, 64, 4, 631), (4, 128, -1, 637), (8, 64, 4, 644), (2, 64, 16, 646), (8, 128, -1, 651)]"
228,1,32,128,65536,0.00390625,1377.7,617.8,2.23,"[(8, 128, 2, 617), (4, 128, 16, 657), (4, 128, 2, 658), (8, 128, 16, 668), (2, 64, 40, 675), (8, 64, 2, 699), (4, 64, 16, 702), (2, 64, 4, 713), (2, 64, 16, 714), (4, 64, 160, 716)]"
