batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
135,1,32,128,65536,0.00390625,886.4,287.3,3.086,"[(8, 128, 8, 287), (4, 64, 8, 290), (8, 64, 8, 291), (4, 128, 8, 320), (2, 64, 8, 329), (8, 256, 8, 369), (2, 128, 8, 394), (4, 128, 4, 410), (8, 64, 4, 414), (8, 128, 4, 418)]"
143,1,32,128,65536,0.00390625,924.6,310.4,2.978,"[(4, 64, 8, 310), (8, 64, 8, 312), (8, 128, 8, 328), (4, 128, 8, 349), (2, 64, 8, 358), (8, 256, 8, 403), (2, 128, 8, 431), (2, 64, 56, 439), (8, 64, 32, 445), (8, 128, 32, 446)]"
151,1,32,128,65536,0.00390625,943.1,310.8,3.035,"[(4, 64, 8, 310), (8, 64, 8, 311), (8, 128, 8, 319), (4, 128, 8, 352), (2, 64, 8, 367), (8, 256, 8, 410), (2, 128, 8, 439), (8, 64, 32, 450), (2, 64, 64, 465), (2, 64, 88, 469)]"
159,1,32,128,65536,0.00390625,1005.4,417.4,2.409,"[(8, 128, 8, 417), (8, 64, 8, 450), (4, 128, 8, 453), (8, 256, 8, 463), (4, 64, 8, 467), (8, 64, 32, 474), (4, 128, 32, 492), (8, 128, 32, 495), (2, 64, 72, 502), (4, 64, 72, 511)]"
167,1,32,128,65536,0.00390625,1025.6,384.3,2.669,"[(8, 128, 8, 384), (8, 64, 8, 409), (4, 64, 8, 425), (4, 128, 8, 429), (8, 256, 8, 486), (8, 64, 32, 497), (2, 64, 56, 518), (2, 64, 88, 523), (8, 64, 80, 530), (8, 64, 88, 531)]"
175,1,32,128,65536,0.00390625,1065.0,487.6,2.184,"[(8, 128, 8, 487), (8, 64, 32, 506), (4, 128, 8, 527), (8, 256, 8, 528), (2, 64, 24, 536), (4, 128, 24, 539), (4, 64, 32, 540), (4, 64, 4, 543), (2, 64, 72, 543), (8, 64, 4, 545)]"
183,1,32,128,65536,0.00390625,1219.9,423.0,2.884,"[(8, 128, 8, 423), (8, 64, 8, 444), (4, 64, 8, 449), (4, 128, 8, 463), (8, 64, 32, 512), (8, 256, 8, 539), (4, 64, 32, 544), (8, 64, 4, 555), (4, 64, 4, 557), (2, 64, 56, 564)]"
191,1,32,128,65536,0.00390625,1247.3,410.3,3.04,"[(8, 128, 8, 410), (8, 64, 8, 427), (4, 64, 8, 433), (4, 128, 8, 454), (2, 64, 8, 539), (8, 64, 32, 544), (4, 64, 32, 562), (8, 64, 4, 568), (2, 64, 56, 572), (2, 128, 8, 573)]"
199,1,32,128,65536,0.00390625,1268.2,501.1,2.531,"[(8, 128, 8, 501), (4, 128, 8, 541), (8, 64, 8, 542), (4, 64, 8, 550), (8, 64, 4, 583), (8, 64, 32, 589), (4, 64, 4, 596), (4, 64, 32, 598), (2, 64, 4, 608), (2, 64, 8, 621)]"
207,1,32,128,65536,0.00390625,1317.8,550.5,2.394,"[(8, 128, 8, 550), (4, 128, 8, 586), (8, 64, 4, 605), (4, 64, 32, 605), (4, 64, 72, 607), (8, 64, 72, 608), (8, 64, 32, 609), (2, 64, 72, 615), (2, 64, 80, 619), (4, 64, 80, 619)]"
215,1,32,128,65536,0.00390625,1395.8,466.6,2.992,"[(8, 128, 8, 466), (8, 64, 8, 494), (4, 64, 8, 495), (4, 128, 8, 507), (2, 64, 8, 588), (4, 64, 32, 619), (2, 128, 8, 625), (8, 64, 32, 625), (4, 64, 4, 628), (8, 64, 4, 632)]"
223,1,32,128,65536,0.00390625,1418.2,452.5,3.134,"[(8, 128, 8, 452), (4, 64, 8, 477), (8, 64, 8, 479), (4, 128, 8, 495), (2, 64, 8, 589), (2, 128, 8, 613), (4, 64, 32, 626), (8, 64, 32, 634), (4, 64, 4, 655), (2, 64, 32, 656)]"
231,1,32,128,65536,0.00390625,1430.9,575.5,2.486,"[(8, 64, 8, 575), (8, 128, 8, 576), (2, 64, 8, 642), (8, 128, 4, 666), (8, 64, 4, 682), (2, 64, 4, 696), (2, 64, 32, 706), (8, 64, 32, 707), (4, 64, 8, 721), (8, 128, 2, 724)]"
