batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
131,1,32,128,65536,0.00390625,870.5,363.8,2.393,"[(8, 128, 16, 363), (4, 64, 8, 375), (2, 64, 8, 383), (4, 128, 16, 385), (8, 64, 8, 387), (8, 64, 16, 390), (4, 64, 16, 392), (4, 128, 8, 398), (8, 128, 8, 398), (2, 64, 16, 398)]"
139,1,32,128,65536,0.00390625,909.1,348.1,2.612,"[(8, 128, 16, 348), (4, 64, 16, 363), (8, 64, 16, 364), (4, 128, 16, 366), (2, 64, 16, 383), (8, 64, 72, 417), (2, 64, 80, 420), (2, 64, 8, 423), (4, 64, 72, 424), (4, 64, 80, 429)]"
147,1,32,128,65536,0.00390625,929.3,388.0,2.395,"[(8, 128, 16, 388), (4, 128, 16, 398), (4, 64, 16, 417), (2, 64, 16, 419), (8, 64, 16, 422), (4, 128, 24, 444), (2, 64, 8, 450), (2, 64, 80, 450), (8, 64, 72, 450), (8, 128, 24, 451)]"
155,1,32,128,65536,0.00390625,996.7,465.2,2.142,"[(8, 128, 8, 465), (4, 64, 160, 473), (4, 64, 168, 473), (4, 128, -1, 474), (4, 64, 152, 474), (4, 64, 176, 477), (4, 64, 184, 477), (2, 64, 152, 477), (4, 64, 192, 477), (2, 64, 56, 477)]"
163,1,32,128,65536,0.00390625,1045.7,437.2,2.392,"[(8, 128, 16, 437), (4, 128, 16, 462), (8, 128, 24, 479), (4, 128, 24, 483), (8, 64, 16, 498), (4, 64, 96, 503), (2, 64, 96, 503), (4, 64, 104, 504), (2, 64, 104, 504), (2, 64, 112, 504)]"
171,1,32,128,65536,0.00390625,1056.0,430.4,2.453,"[(8, 128, 16, 430), (4, 128, 16, 464), (8, 64, 16, 484), (4, 64, 16, 513), (8, 128, 32, 516), (4, 128, 32, 516), (4, 64, 104, 524), (2, 64, 64, 525), (2, 64, 112, 525), (4, 64, 112, 525)]"
179,1,32,128,65536,0.00390625,1079.8,479.5,2.252,"[(8, 128, 16, 479), (4, 128, 16, 493), (4, 64, 16, 522), (8, 64, 16, 523), (4, 128, 24, 528), (2, 64, 16, 531), (8, 128, 24, 532), (4, 64, 120, 545), (4, 64, 112, 547), (4, 64, 104, 547)]"
187,1,32,128,65536,0.00390625,1216.7,470.5,2.586,"[(8, 128, 16, 470), (4, 128, 16, 505), (8, 64, 16, 542), (8, 128, 8, 548), (8, 256, 16, 553), (4, 128, 8, 557), (4, 64, 16, 558), (2, 64, -1, 572), (4, 64, -1, 576), (8, 64, 88, 577)]"
195,1,32,128,65536,0.00390625,1245.0,495.4,2.513,"[(8, 128, 16, 495), (4, 128, 16, 522), (8, 64, 16, 529), (4, 64, 16, 529), (2, 64, 16, 554), (8, 128, 8, 575), (8, 128, 24, 578), (4, 128, 8, 579), (4, 128, 24, 580), (2, 64, 24, 584)]"
203,1,32,128,65536,0.00390625,1304.7,536.4,2.433,"[(8, 128, 16, 536), (4, 128, 16, 568), (8, 64, 16, 569), (8, 128, 24, 573), (4, 128, 24, 582), (2, 64, -1, 597), (4, 64, 16, 598), (4, 64, -1, 606), (2, 64, 16, 610), (8, 128, 8, 611)]"
211,1,32,128,65536,0.00390625,1283.2,572.5,2.241,"[(4, 128, 8, 572), (8, 128, 16, 574), (8, 128, 8, 576), (2, 64, -1, 579), (4, 64, -1, 586), (4, 64, 8, 597), (4, 128, 16, 602), (4, 128, 24, 610), (8, 64, 8, 610), (8, 128, 24, 613)]"
219,1,32,128,65536,0.00390625,1395.7,596.0,2.342,"[(8, 128, 16, 595), (4, 128, 16, 618), (8, 64, 16, 619), (8, 128, 32, 623), (2, 64, 16, 624), (4, 64, 16, 627), (4, 128, 32, 634), (2, 64, -1, 645), (2, 64, 32, 645), (8, 128, 2, 659)]"
227,1,32,128,65536,0.00390625,1426.4,590.0,2.418,"[(8, 128, 16, 590), (4, 128, 16, 624), (8, 64, 16, 659), (4, 128, 8, 663), (2, 64, -1, 674), (8, 128, 2, 679), (2, 64, 24, 682), (2, 64, 8, 685), (4, 64, 16, 687), (4, 64, 8, 687)]"
