batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
8,1,32,128,65536,0.00390625,59.6,38.1,1.565,"[(2, 64, -1, 38), (8, 64, 336, 39), (4, 64, 896, 39), (4, 64, 888, 39), (8, 128, 216, 39), (8, 128, 192, 39), (8, 128, 200, 39), (4, 64, 72, 39), (4, 64, 904, 39), (8, 64, 72, 40)]"
8,2,32,128,65536,0.00390625,101.1,47.1,2.147,"[(4, 64, 72, 47), (8, 128, 32, 47), (4, 64, 64, 47), (4, 64, 56, 47), (2, 64, 72, 48), (8, 64, 56, 48), (8, 128, 80, 49), (8, 128, 64, 49), (4, 64, 48, 49), (8, 64, 72, 49)]"
16,1,32,128,65536,0.00390625,99.4,62.4,1.594,"[(4, 64, -1, 62), (8, 64, 32, 63), (8, 64, 48, 63), (4, 128, 32, 63), (2, 64, -1, 64), (4, 64, 48, 64), (4, 64, 56, 65), (8, 128, 24, 65), (2, 64, 56, 65), (4, 64, 256, 65)]"
16,2,32,128,65536,0.00390625,213.8,76.4,2.799,"[(8, 64, 32, 76), (4, 64, 72, 76), (4, 64, 32, 76), (4, 64, 64, 77), (8, 128, 16, 77), (4, 64, 128, 80), (4, 64, 56, 80), (4, 64, 96, 80), (8, 128, 64, 80), (4, 64, 120, 80)]"
24,1,32,128,65536,0.00390625,169.0,85.8,1.97,"[(4, 64, 24, 85), (4, 64, 32, 85), (4, 128, 24, 86), (8, 64, 24, 86), (4, 64, -1, 87), (2, 64, 32, 87), (2, 64, -1, 88), (8, 64, 32, 88), (2, 64, 40, 88), (2, 64, 48, 89)]"
24,2,32,128,65536,0.00390625,278.4,103.5,2.689,"[(4, 64, 24, 103), (8, 64, 24, 106), (4, 64, 48, 106), (4, 64, -1, 107), (8, 64, -1, 108), (8, 128, 24, 110), (4, 64, 72, 111), (4, 64, 40, 112), (8, 64, 48, 113), (4, 64, 64, 114)]"
32,1,32,128,65536,0.00390625,212.3,104.4,2.035,"[(4, 64, -1, 104), (8, 64, -1, 106), (8, 128, 16, 106), (4, 128, 16, 106), (4, 64, 24, 108), (8, 64, 24, 109), (2, 64, 24, 110), (8, 64, 16, 110), (2, 64, 32, 111), (2, 64, -1, 111)]"
32,2,32,128,65536,0.00390625,437.9,136.9,3.198,"[(4, 64, 16, 136), (8, 64, 16, 138), (4, 64, 56, 142), (4, 64, 32, 143), (8, 64, 32, 143), (4, 64, 72, 145), (8, 128, 8, 145), (4, 64, 48, 145), (8, 64, 56, 147), (8, 64, 48, 148)]"
40,1,32,128,65536,0.00390625,243.3,128.4,1.895,"[(8, 64, -1, 128), (2, 64, -1, 128), (4, 64, -1, 129), (8, 64, 16, 136), (4, 64, 16, 136), (4, 64, 216, 138), (4, 64, 208, 138), (4, 64, 232, 138), (4, 64, 256, 138), (4, 64, 240, 138)]"
40,2,32,128,65536,0.00390625,477.4,175.4,2.721,"[(4, 64, 40, 175), (4, 64, 24, 177), (4, 64, 64, 177), (4, 64, 56, 178), (8, 64, 24, 178), (8, 64, 40, 179), (4, 64, 72, 179), (8, 128, 32, 181), (8, 64, -1, 182), (8, 64, 56, 182)]"
48,1,32,128,65536,0.00390625,276.8,150.4,1.841,"[(8, 64, 16, 150), (4, 64, 16, 151), (2, 64, 16, 155), (2, 64, -1, 160), (4, 64, 96, 162), (4, 64, 176, 163), (4, 64, 248, 163), (4, 64, 184, 163), (4, 64, 240, 163), (4, 64, 208, 163)]"
48,2,32,128,65536,0.00390625,550.2,198.2,2.776,"[(4, 64, 24, 198), (8, 64, 24, 202), (4, 64, 48, 204), (4, 64, -1, 205), (8, 64, -1, 208), (8, 64, 48, 210), (4, 64, 64, 210), (4, 64, 32, 211), (4, 64, 40, 211), (8, 64, 32, 212)]"
56,1,32,128,65536,0.00390625,312.6,165.9,1.884,"[(8, 64, -1, 165), (4, 64, -1, 172), (4, 64, 16, 182), (2, 64, 16, 183), (8, 64, 16, 185), (4, 128, -1, 185), (8, 128, -1, 186), (2, 64, 80, 186), (4, 64, 88, 186), (4, 64, 80, 187)]"
56,2,32,128,65536,0.00390625,614.3,226.6,2.711,"[(4, 64, -1, 226), (8, 64, -1, 233), (4, 64, 32, 234), (8, 64, 32, 238), (8, 128, 16, 239), (8, 64, 8, 239), (4, 64, 40, 241), (4, 64, 56, 241), (8, 128, -1, 244), (8, 64, 40, 244)]"
64,1,32,128,65536,0.00390625,432.3,208.7,2.072,"[(4, 64, -1, 208), (8, 64, -1, 208), (4, 128, 8, 212), (8, 64, 8, 212), (4, 64, 232, 213), (4, 64, 192, 213), (4, 64, 240, 213), (4, 64, 208, 213), (8, 128, 8, 213), (2, 64, 16, 213)]"
64,2,32,128,65536,0.00390625,724.2,270.9,2.674,"[(4, 64, 8, 270), (4, 64, 48, 271), (8, 64, 16, 271), (8, 64, 8, 272), (4, 64, 24, 273), (4, 64, 16, 273), (8, 128, 8, 274), (8, 64, 24, 274), (8, 128, 24, 277), (8, 64, 48, 278)]"
72,1,32,128,65536,0.00390625,453.9,224.8,2.019,"[(4, 64, -1, 224), (8, 64, -1, 226), (2, 64, -1, 230), (8, 64, 8, 232), (8, 64, 56, 233), (4, 64, 56, 234), (2, 64, 16, 235), (4, 64, 8, 236), (4, 64, 64, 236), (8, 64, 64, 238)]"
80,1,32,128,65536,0.00390625,472.4,242.5,1.948,"[(2, 64, -1, 242), (4, 64, -1, 246), (8, 64, -1, 246), (2, 64, 56, 256), (4, 64, 56, 260), (4, 64, 40, 261), (8, 64, 40, 262), (2, 64, 72, 262), (4, 64, 184, 263), (4, 64, 64, 263)]"
