batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
45,1,32,128,65536,0.00390625,257.5,115.1,2.238,"[(4, 64, 112, 115), (4, 64, 104, 115), (2, 64, 104, 120), (2, 64, 112, 121), (8, 64, 104, 123), (8, 64, 112, 123), (8, 128, 64, 132), (4, 64, 56, 135), (4, 128, 64, 137), (8, 64, 56, 138)]"
45,2,32,128,65536,0.00390625,505.5,242.7,2.083,"[(8, 64, -1, 242), (4, 64, -1, 245), (4, 64, 56, 247), (2, 64, -1, 250), (8, 64, 56, 252), (8, 128, 40, 253), (8, 128, 48, 258), (8, 64, 8, 259), (8, 128, 56, 260), (4, 64, 8, 261)]"
53,1,32,128,65536,0.00390625,307.0,146.1,2.101,"[(8, 128, 64, 146), (2, 64, 112, 149), (2, 64, 104, 149), (4, 128, 64, 150), (4, 64, 112, 151), (4, 64, 104, 151), (4, 64, 56, 160), (8, 128, 56, 160), (4, 64, 64, 160), (8, 64, 56, 161)]"
53,2,32,128,65536,0.00390625,596.1,292.4,2.039,"[(8, 128, 32, 292), (4, 128, 32, 303), (4, 64, 56, 304), (2, 64, 32, 307), (8, 128, -1, 308), (8, 64, 56, 309), (4, 128, -1, 312), (4, 64, 32, 315), (2, 64, 56, 316), (8, 64, 32, 319)]"
61,1,32,128,65536,0.00390625,424.1,171.2,2.477,"[(8, 128, 72, 171), (4, 64, 72, 174), (4, 64, 16, 176), (8, 64, 16, 177), (8, 64, 72, 178), (2, 64, 16, 178), (4, 128, 72, 180), (2, 64, 72, 181), (8, 128, 80, 183), (2, 64, 104, 185)]"
61,2,32,128,65536,0.00390625,702.4,315.7,2.225,"[(4, 64, 56, 315), (8, 64, 56, 322), (4, 64, 8, 328), (8, 64, 8, 330), (2, 64, 56, 332), (8, 128, 48, 335), (4, 64, 48, 339), (2, 64, 48, 341), (8, 64, 48, 343), (8, 128, 56, 345)]"
69,1,32,128,65536,0.00390625,450.5,189.5,2.377,"[(4, 64, 56, 189), (8, 64, 56, 189), (8, 128, 64, 192), (8, 128, 56, 192), (4, 128, 56, 199), (4, 128, 64, 201), (8, 128, 24, 204), (2, 64, 104, 207), (2, 64, 112, 207), (4, 128, 24, 208)]"
69,2,32,128,65536,0.00390625,757.6,386.5,1.96,"[(8, 128, 32, 386), (4, 128, 8, 387), (8, 128, 8, 388), (4, 128, 32, 390), (2, 64, 16, 401), (8, 128, 24, 405), (2, 64, 8, 409), (4, 64, 56, 412), (2, 64, 32, 413), (4, 128, 24, 418)]"
77,1,32,128,65536,0.00390625,461.4,204.3,2.259,"[(4, 64, 64, 204), (8, 128, 64, 207), (8, 64, 64, 211), (2, 64, 64, 211), (8, 64, 56, 212), (4, 64, 56, 213), (4, 128, 64, 217), (8, 128, 72, 220), (8, 128, 56, 226), (4, 128, 72, 229)]"
85,1,32,128,65536,0.00390625,482.7,226.7,2.129,"[(8, 128, 72, 226), (4, 64, 64, 231), (8, 128, 64, 231), (4, 64, 72, 233), (8, 64, 64, 233), (4, 128, 72, 237), (2, 64, 72, 238), (8, 64, 72, 241), (4, 64, 56, 244), (4, 128, 64, 246)]"
93,1,32,128,65536,0.00390625,541.7,244.5,2.215,"[(4, 64, 64, 244), (8, 128, 72, 247), (8, 64, 64, 247), (8, 128, 64, 249), (4, 128, 72, 259), (2, 64, 64, 260), (4, 64, 72, 262), (4, 128, 64, 266), (8, 64, 72, 268), (2, 64, 72, 269)]"
101,1,32,128,65536,0.00390625,565.4,277.7,2.036,"[(8, 128, 40, 277), (4, 128, 40, 292), (8, 128, 48, 292), (4, 128, 48, 299), (2, 64, 48, 300), (8, 64, 40, 305), (4, 64, 48, 308), (8, 64, 48, 309), (4, 128, 24, 312), (4, 64, 40, 312)]"
109,1,32,128,65536,0.00390625,594.5,283.9,2.094,"[(4, 64, 48, 283), (8, 128, 48, 286), (8, 64, 48, 287), (4, 128, 48, 298), (2, 64, 48, 307), (2, 64, 56, 317), (8, 128, 56, 320), (8, 128, 40, 320), (4, 64, 56, 321), (4, 128, 56, 325)]"
117,1,32,128,65536,0.00390625,612.5,301.5,2.031,"[(4, 64, 56, 301), (8, 64, 56, 305), (8, 128, 56, 316), (2, 64, 56, 323), (4, 128, 56, 328), (4, 64, 24, 330), (8, 128, 48, 331), (8, 128, 64, 336), (8, 64, 24, 337), (2, 64, 64, 339)]"
125,1,32,128,65536,0.00390625,702.3,357.4,1.965,"[(4, 64, 80, 357), (8, 128, 72, 359), (4, 64, 72, 361), (8, 128, 56, 362), (2, 64, 56, 363), (8, 128, 80, 363), (8, 128, 64, 363), (8, 64, 80, 364), (4, 64, 56, 364), (8, 64, 72, 365)]"
