batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
47,1,32,128,65536,0.00390625,280.2,141.8,1.975,"[(8, 128, 8, 141), (4, 64, 16, 146), (8, 64, 16, 146), (4, 64, 80, 148), (2, 64, 24, 151), (4, 128, 24, 151), (8, 64, 80, 153), (4, 128, 8, 154), (4, 64, -1, 155), (2, 64, 16, 155)]"
47,2,32,128,65536,0.00390625,561.4,267.8,2.096,"[(4, 128, 24, 267), (8, 128, 24, 270), (4, 64, 56, 272), (8, 64, 56, 274), (2, 64, 40, 274), (4, 64, 40, 275), (4, 64, 88, 278), (8, 64, 88, 283), (4, 64, -1, 287), (2, 64, 88, 288)]"
55,1,32,128,65536,0.00390625,319.8,148.4,2.154,"[(4, 64, 16, 148), (8, 64, 16, 149), (4, 64, 80, 154), (2, 64, 80, 158), (2, 64, 16, 159), (8, 64, 80, 163), (4, 64, 224, 168), (4, 64, 216, 168), (4, 64, 256, 169), (4, 64, 240, 170)]"
55,2,32,128,65536,0.00390625,613.4,302.4,2.028,"[(8, 128, -1, 302), (4, 128, -1, 309), (4, 64, -1, 319), (2, 64, -1, 322), (4, 64, 104, 329), (4, 64, 112, 329), (4, 64, 120, 332), (4, 64, 128, 332), (2, 64, 56, 333), (2, 64, 40, 334)]"
63,1,32,128,65536,0.00390625,436.0,191.2,2.28,"[(8, 256, 4, 191), (4, 64, 16, 191), (4, 64, 80, 192), (4, 64, 208, 194), (4, 64, 232, 195), (4, 64, 224, 195), (4, 64, 216, 195), (4, 64, 240, 195), (4, 64, 256, 196), (4, 64, 248, 196)]"
63,2,32,128,65536,0.00390625,722.6,363.7,1.987,"[(8, 128, 4, 363), (4, 64, 96, 365), (8, 64, 96, 371), (4, 64, 104, 374), (4, 64, 112, 374), (4, 128, 24, 374), (2, 64, 96, 376), (2, 64, 104, 376), (2, 64, 112, 377), (2, 64, 56, 382)]"
71,1,32,128,65536,0.00390625,458.1,179.0,2.559,"[(8, 128, 8, 179), (4, 128, 8, 183), (8, 256, 8, 189), (8, 256, 4, 194), (8, 64, 8, 200), (4, 64, 8, 211), (4, 64, 136, 212), (4, 64, 144, 212), (8, 128, 4, 214), (4, 64, 120, 214)]"
79,1,32,128,65536,0.00390625,473.7,217.3,2.18,"[(8, 64, 8, 217), (4, 64, 8, 225), (8, 128, 8, 240), (4, 64, 88, 251), (8, 64, -1, 252), (4, 64, -1, 252), (8, 64, 88, 253), (2, 64, 96, 254), (2, 64, -1, 255), (2, 64, 88, 255)]"
87,1,32,128,65536,0.00390625,498.3,232.2,2.146,"[(8, 64, 8, 232), (4, 64, 8, 237), (8, 256, 8, 256), (8, 128, 8, 257), (8, 64, -1, 261), (4, 64, -1, 262), (2, 64, -1, 266), (2, 64, 8, 268), (2, 64, 56, 274), (4, 64, 96, 274)]"
95,1,32,128,65536,0.00390625,561.4,241.7,2.323,"[(8, 64, 8, 241), (4, 64, 8, 246), (8, 128, 8, 267), (8, 256, 8, 274), (2, 64, 8, 283), (4, 64, 56, 286), (4, 64, 88, 287), (8, 64, 56, 289), (8, 64, 88, 290), (2, 64, 96, 295)]"
103,1,32,128,65536,0.00390625,599.8,253.8,2.363,"[(8, 64, 8, 253), (4, 64, 8, 257), (8, 128, 8, 258), (8, 256, 8, 280), (2, 64, 8, 283), (4, 128, 8, 289), (4, 64, 96, 308), (2, 64, -1, 311), (8, 64, 96, 312), (4, 64, 168, 313)]"
111,1,32,128,65536,0.00390625,617.5,258.6,2.388,"[(8, 64, 8, 258), (4, 64, 8, 267), (8, 128, 8, 270), (8, 256, 8, 287), (2, 64, 8, 298), (4, 128, 8, 303), (4, 64, 56, 318), (8, 64, 56, 327), (2, 64, 96, 334), (4, 64, 88, 335)]"
119,1,32,128,65536,0.00390625,640.2,271.1,2.361,"[(8, 64, 8, 271), (4, 64, 8, 277), (8, 128, 8, 285), (2, 64, 8, 313), (4, 128, 8, 317), (8, 256, 8, 338), (4, 128, 4, 351), (8, 128, 4, 362), (4, 64, 56, 363), (2, 64, -1, 365)]"
127,1,32,128,65536,0.00390625,726.7,306.7,2.37,"[(8, 64, 8, 306), (4, 64, 8, 310), (8, 128, 8, 320), (4, 128, 8, 339), (2, 64, 8, 341), (4, 128, 4, 386), (8, 128, 4, 389), (8, 64, 4, 389), (8, 256, 8, 394), (8, 128, 32, 397)]"
