batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
43,2,32,128,65536,0.00390625,496.4,233.6,2.125,"[(2, 64, 40, 233), (4, 64, 40, 247), (4, 64, 88, 249), (8, 64, 88, 252), (2, 64, 96, 263), (8, 64, 40, 265), (2, 64, 88, 265), (4, 64, 96, 265), (2, 64, 80, 265), (8, 128, 88, 270)]"
51,1,32,128,65536,0.00390625,299.5,130.0,2.305,"[(4, 64, 80, 129), (8, 64, 80, 135), (2, 64, 80, 143), (4, 128, -1, 158), (8, 128, -1, 162), (8, 128, 24, 162), (8, 128, 80, 162), (2, 64, 16, 164), (4, 128, 24, 164), (8, 64, -1, 164)]"
51,2,32,128,65536,0.00390625,593.5,284.0,2.09,"[(4, 128, -1, 284), (8, 128, -1, 285), (4, 64, -1, 292), (8, 64, -1, 305), (4, 64, 120, 309), (4, 64, 128, 309), (2, 64, -1, 310), (4, 64, 104, 310), (4, 64, 112, 310), (2, 64, 40, 312)]"
59,1,32,128,65536,0.00390625,325.0,142.9,2.274,"[(4, 64, 80, 142), (8, 64, 80, 150), (2, 64, 80, 152), (4, 64, 184, 166), (4, 64, 176, 167), (4, 64, 192, 168), (4, 64, 200, 169), (8, 64, -1, 169), (2, 64, 184, 172), (2, 64, 192, 172)]"
59,2,32,128,65536,0.00390625,636.0,311.5,2.042,"[(4, 64, 88, 311), (8, 64, 88, 322), (2, 64, 88, 325), (4, 64, 80, 332), (8, 64, 80, 335), (2, 64, 40, 350), (2, 64, 80, 354), (8, 128, 80, 355), (2, 64, 48, 359), (4, 128, 80, 364)]"
67,1,32,128,65536,0.00390625,428.8,172.0,2.493,"[(4, 64, 80, 171), (2, 64, 80, 180), (8, 64, 80, 183), (8, 64, -1, 197), (4, 64, -1, 198), (4, 64, 192, 199), (4, 64, 176, 199), (4, 64, 184, 200), (4, 64, 200, 200), (2, 64, 184, 204)]"
67,2,32,128,65536,0.00390625,725.0,360.1,2.013,"[(4, 64, 88, 360), (8, 64, 88, 370), (2, 64, 88, 379), (2, 64, 96, 392), (4, 64, 80, 393), (4, 64, 96, 394), (8, 64, 80, 394), (8, 128, 4, 398), (8, 64, 96, 403), (2, 64, 80, 411)]"
75,1,32,128,65536,0.00390625,458.0,187.3,2.445,"[(8, 128, 24, 187), (4, 128, 24, 194), (4, 64, 80, 201), (2, 64, 80, 203), (8, 64, 80, 212), (4, 64, -1, 215), (8, 64, -1, 217), (8, 64, 24, 221), (4, 64, 24, 224), (8, 256, 24, 226)]"
75,2,32,128,65536,0.00390625,800.8,415.9,1.926,"[(8, 128, 16, 415), (4, 128, 16, 430), (4, 128, -1, 442), (4, 128, 4, 442), (8, 128, -1, 444), (4, 64, 120, 446), (8, 64, 4, 447), (4, 64, 128, 447), (4, 64, 104, 451), (4, 64, 112, 452)]"
83,1,32,128,65536,0.00390625,475.7,227.3,2.093,"[(8, 64, -1, 227), (4, 64, -1, 228), (2, 64, 80, 229), (4, 64, 80, 233), (2, 64, -1, 241), (4, 64, 200, 243), (4, 64, 192, 245), (4, 64, 56, 245), (4, 64, 176, 245), (4, 64, 184, 245)]"
91,1,32,128,65536,0.00390625,502.9,257.1,1.956,"[(8, 128, 16, 257), (2, 64, 80, 262), (8, 64, -1, 266), (4, 64, -1, 267), (4, 128, 16, 273), (4, 64, 80, 276), (2, 64, -1, 276), (8, 64, 8, 278), (4, 64, 8, 280), (8, 256, 16, 280)]"
99,1,32,128,65536,0.00390625,566.5,263.5,2.15,"[(4, 64, -1, 263), (8, 64, -1, 266), (2, 64, -1, 280), (8, 128, -1, 284), (4, 128, -1, 291), (2, 64, 80, 293), (4, 64, 176, 293), (4, 64, 184, 293), (8, 64, 8, 293), (4, 64, 200, 294)]"
107,1,32,128,65536,0.00390625,599.9,271.1,2.213,"[(4, 64, -1, 271), (8, 64, -1, 274), (2, 64, -1, 280), (8, 128, -1, 290), (4, 128, -1, 301), (8, 64, 8, 309), (4, 64, 8, 310), (2, 64, 8, 316), (2, 64, 40, 320), (4, 64, 40, 323)]"
115,1,32,128,65536,0.00390625,624.5,292.8,2.133,"[(2, 64, -1, 292), (4, 64, -1, 296), (4, 128, -1, 312), (8, 128, -1, 313), (8, 64, -1, 318), (4, 64, 8, 333), (8, 128, 8, 335), (8, 64, 8, 337), (2, 64, 40, 340), (4, 128, 8, 345)]"
123,1,32,128,65536,0.00390625,706.7,336.5,2.1,"[(4, 64, 8, 336), (8, 64, 8, 336), (4, 64, 192, 367), (4, 64, 176, 368), (4, 64, 200, 368), (4, 64, 184, 368), (8, 128, 16, 373), (2, 64, 8, 374), (2, 64, 184, 375), (2, 64, 192, 375)]"
