batch_size,next_n,heads,index_dim,avg_kv_length,var_ratio,deepgemm_us,moreh_us,speedup,top_configs
3,1,32,128,65536,0.00390625,27.6,19.1,1.447,"[(8, 128, 88, 19), (8, 256, 96, 19), (8, 256, 112, 19), (8, 128, 96, 19), (8, 256, 120, 19), (8, 256, 104, 19), (8, 128, 104, 20), (4, 64, 280, 20), (8, 128, 112, 20), (8, 128, 128, 20)]"
3,2,32,128,65536,0.00390625,46.4,31.2,1.488,"[(2, 64, -1, 31), (4, 64, -1, 32), (4, 64, 136, 33), (8, 64, 88, 33), (4, 64, 160, 33), (4, 64, 144, 33), (4, 64, 96, 33), (8, 128, 80, 33), (8, 128, 96, 33), (4, 64, 120, 33)]"
11,1,32,128,65536,0.00390625,72.3,37.3,1.938,"[(4, 64, 80, 37), (8, 64, 80, 38), (2, 64, 80, 38), (4, 64, 312, 42), (4, 64, 336, 43), (4, 64, 192, 43), (4, 64, 184, 43), (4, 64, 272, 43), (4, 64, 320, 43), (4, 64, 328, 44)]"
11,2,32,128,65536,0.00390625,166.3,70.4,2.363,"[(8, 128, 48, 70), (4, 64, 48, 71), (2, 64, 48, 71), (4, 128, 48, 72), (8, 64, 48, 74), (4, 64, 96, 75), (8, 128, 96, 75), (8, 128, 72, 76), (2, 64, 96, 76), (8, 128, 88, 77)]"
19,1,32,128,65536,0.00390625,135.0,58.1,2.324,"[(4, 64, 184, 58), (4, 64, 192, 59), (4, 64, 176, 59), (4, 64, 200, 59), (2, 64, 184, 61), (2, 64, 192, 62), (8, 64, 80, 62), (4, 64, 80, 62), (2, 64, 200, 63), (2, 64, 176, 63)]"
19,2,32,128,65536,0.00390625,248.0,112.0,2.213,"[(8, 128, 40, 112), (8, 128, 48, 115), (4, 64, 88, 115), (4, 64, 80, 116), (4, 128, 48, 116), (4, 128, 40, 116), (4, 64, 144, 119), (8, 64, 80, 119), (4, 64, 136, 119), (2, 64, 88, 119)]"
27,1,32,128,65536,0.00390625,176.3,67.2,2.623,"[(4, 64, 80, 67), (8, 64, 80, 71), (2, 64, 80, 74), (4, 64, 192, 84), (2, 64, 176, 85), (4, 64, 200, 85), (4, 64, 176, 85), (2, 64, 192, 85), (2, 64, 184, 85), (2, 64, 200, 86)]"
27,2,32,128,65536,0.00390625,318.5,150.9,2.111,"[(2, 64, 40, 150), (4, 64, 64, 155), (8, 64, 64, 158), (4, 64, 40, 161), (2, 64, 64, 167), (2, 64, 80, 169), (4, 64, 136, 170), (8, 64, 40, 170), (4, 64, 144, 170), (4, 64, 88, 170)]"
35,1,32,128,65536,0.00390625,239.4,92.0,2.603,"[(4, 64, 80, 91), (8, 64, 80, 95), (2, 64, 80, 102), (4, 64, 192, 104), (4, 64, 176, 105), (4, 64, 200, 105), (2, 64, 176, 105), (4, 64, 184, 105), (2, 64, 200, 106), (2, 64, 184, 106)]"
35,2,32,128,65536,0.00390625,461.0,211.5,2.18,"[(4, 64, 40, 211), (8, 64, 40, 214), (2, 64, 48, 214), (2, 64, 80, 218), (4, 64, 88, 219), (4, 64, 80, 221), (4, 64, 48, 221), (2, 64, 40, 222), (8, 64, 88, 222), (8, 64, 8, 223)]"
43,1,32,128,65536,0.00390625,248.3,100.9,2.46,"[(4, 64, 80, 100), (8, 64, 80, 108), (2, 64, 80, 109), (8, 64, 16, 129), (4, 64, 16, 130), (2, 64, -1, 130), (4, 64, -1, 130), (8, 64, -1, 131), (8, 128, 80, 134), (4, 64, 256, 139)]"
